Rainfall
0
0
0
0
3.2
5.2
0
0
0
0
0
0
0
0
0
0
0
6.2
26.6
10
0
0
41.4
0
5
0
23.2
0
43.8
24.6
4
0
2.6
0
33
17.4
0
0
15
17.2
34.8
87
4.2
0
0
0
0
3
5.2
0
0
0
90
0
45.2
26
7.8
9.6
3.8
8.6
3.2
22.2
9
32.8
1.2
0
8.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13.6
0
0
0
0
0
0
3.4
33
30
20
0
0
0
0
0
0
0
0
0
0
19
0
74.4
5.4
0
0
0
0
0
63.2
14.6
0
2.8
26.4
0
0
0
5.8
55.8
0
2.2
0
0
0
0
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
